序号,题干,选项,来源,同一题干条数,记录ID,图片(待填路径),备注
998,如图所示，驾驶机动车通过有这个标志的交叉路口可不减速。,正确 | 错误,题库缺图,1,q_a2hEo9-eA0o0,,
999,如图所示，驾驶机动车通过这段山区道路要靠路中心行驶。,正确 | 错误,题库缺图,1,q_OHN55_3mIPA3,,
1000,如图所示，驾驶机动车遇到上坡路，可以向左变更车道跨越白色中心实线超车。,正确 | 错误,题库缺图,1,q_D3yXzWNL6_13,,
1001,如图所示，驾驶机动车遇到前方机动车停车排队等候时，应当依次排队，不得从前方车辆两侧穿插或超越行驶。,正确 | 错误,题库缺图,1,q_gulCFoV7iRM2,,
1002,如图所示，驾驶机动车遇到前方车辆正在掉头时，应当与前车保持足以采取紧急制动措施的安全距离，避免超车。,正确 | 错误,题库缺图,1,q_2WhhhqULE27t,,
1003,如图所示，驾驶机动车遇到前方车辆行驶较慢时，可以在交叉路口内超车。,正确 | 错误,题库缺图,1,q_31K-lfk7Z2hC,,
1004,如图所示，驾驶机动车遇到前方车辆行驶速度较慢时，可以向左变更车道跨越黄色实线超车。,正确 | 错误,题库缺图,1,q_JOnjchJel_bG,,
1005,如图所示，驾驶机动车遇到右侧断车辆强行变道，应减速慢行，让右前方车辆顺利变道。,正确 | 错误,题库缺图,1,q_HyIV8xudQ_9B,,
1006,如图所示，驾驶机动车遇到右侧车辆强行变道，应减速慢行，让右前方车辆顺利变道。,正确 | 错误,题库缺图,1,q_3KLWD_b7UC2W,,
1007,如图所示，驾驶机动车遇到本车道有车逆向驶来时，应立即倒车让行。,正确 | 错误,题库缺图,1,q_dUWuvSNYiTGr,,
1008,如图所示，驾驶机动车遇到没有行人通过的人行横道时不用减速慢行。,正确 | 错误,题库缺图,1,q_rKyUAuC7gZ_C,,
1009,如图所示，驾驶机动车遇到落石路段，为了安全起见，应立即掉头返回。,正确 | 错误,题库缺图,1,q_elVm5GZL9i3u,,
1010,如图所示，驾驶机动车遇到这种信号灯不断闪烁时怎样行驶？,尽快加速通过 | 靠边停车等待 | 注意瞭望安全通过 | 紧急制动,题库缺图,1,q_K09Ec67kZlj9,,
1011,如图所示，驾驶机动车遇到这种信号灯亮时，如果已越过停止线，可以继续通行。,正确 | 错误,题库缺图,1,q_xLRP_rdDr8D7,,
1012,如图所示，驾驶机动车遇到这种信号灯，可在对面直行车前直接向左转弯。,正确 | 错误,题库缺图,1,q_Wviq7qz_NB8D,,
1013,如图所示，驾驶机动车遇到这种情况怎么办？,紧跟前车后方行驶 | 迅速从车左侧超越 | 保持较大跟车距离 | 迅速从车右侧超越,题库缺图,1,q_KlGY0ZhBjrt4,,
1014,如图所示，驾驶机动车遇到这种情况时，A车应当注意避让。,正确 | 错误,题库缺图,1,q_-l3TFXnGsJPZ,,
1015,如图所示，驾驶机动车遇到这种情况能够加速通过，是因为人行横道没有行人通过。,正确 | 错误,题库缺图,1,q_0Asw5BX92cm9,,
1016,如图所示，驾驶机动车遇到这种情况，即使人行横道上没有行人，也不能加速通过。,正确 | 错误,题库缺图,1,q_-8DkjiSAKfbM,,
1017,如图所示，驾驶机动车遇到这种情况，可以轻按喇叭提醒前方非机动车和行人后方有来车。,正确 | 错误,题库缺图,1,q_FAXKE-EVGnJT,,
1018,如图所示，驾驶机动车遇到这种情形时应停车让行。,正确 | 错误,题库缺图,1,q_fp7t3Q9O1UGk,,
1019,如图所示，驾驶机动车遇到这种情形时，应停车让行。,正确 | 错误,题库缺图,1,q_L8uIhjyZ2po9,,
1020,如图所示，驾驶机动车遇到这种情形时，应注意哪些潜在危险？①B车可能借道超车②右侧行人可能穿越马路③出口可能有车辆驶出,②③ | ①②③ | ①③ | ①②,残缺队列+题库缺图,1,"q_FKrQ_15V9cCz,qi_item_Zy0ktRgcS30C",,
1021,如图所示，驾驶机动车遇到这种情形，以下做法正确的是什么？,加速通过 | 鸣喇叭提醒行人让行 | 减速让行，必要时停车 | 变换远近光灯催促行人,残缺队列+题库缺图,1,"q_wpE9K-y4SFge,qi_item_ZQZhGoP6m7eG",,
1022,如图所示，驾驶机动车遇到这种断情况时，A车应当注意避让。,正确 | 错误,题库缺图,1,q_DbhAfuJLmt1F,,
1023,如图所示，驾驶机动车遇到这种断情况，要减速慢行，同时持续鸣喇叭提醒行人查看路况。,正确 | 错误,题库缺图,1,q_1O80x7t8tK_n,,
1024,如图所示，驾驶机动车遇到这种桥时首先怎样办？,保持匀速通过 | 尽快加速通过 | 低速缓慢通过 | 停车察明水情,题库缺图,1,q_UwYtaCHGywZW,,
1025,如图所示，驾驶机动车遇到这种道路，可充分利用空挡滑行，降低油耗。,正确 | 错误,题库缺图,1,q_zEY6y-WLIflc,,
1026,如图所示，驾驶机动车遇前方交通拥堵，可占用公交专用道行驶,正确 | 错误,题库缺图,1,q_ZCZNUlEFI8WP,,
1027,如图所示，驾驶机动车遇前方交通拥堵，可占用公交专用道行驶。,正确 | 错误,题库缺图,1,q_YTX0cSQOtDpM,,
1028,如图所示，驾驶机动车遇前方车断流行驶缓慢时，借用公交专用道超车是正确的。,正确 | 错误,题库缺图,1,q_cSYmBhcTSrI-,,
1029,如图所示，驾驶机动车遇前方车流行驶缓慢时，借用公交专用道超车是正确的。,正确 | 错误,题库缺图,1,q_OiWVUC2sM5ZO,,
1030,如图所示，驾驶机动车遇左侧车道有车辆正在超车时，可以等待左侧车辆完成超车后，再寻找时机超车。,正确 | 错误,题库缺图,1,q_QJpA08TnFrjf,,
1031,如图所示，驾驶机动车遇左侧车道有车辆正在超车时，可以迅速变道，伺机反超。,正确 | 错误,题库缺图,1,q_CnKIX8arrdFu,,
1032,如图所示，驾驶机动车遇这种情况，应减速慢行，同时持续鸣喇叭提醒行人查看路况。,正确 | 错误,题库缺图,1,q_GE6fJ93aqT-3,,
1033,如图所示，驾驶机动车驶出匝道后可以直接驶入行车道。,正确 | 错误,题库缺图,1,q_UzwR06ChqaZR,,
1034,如图所示，驾驶机动车驶出这个路口时应当怎样使用灯光？,提前开启右转向灯 | 提前开启危险报警闪光灯 | 无需开启转向灯 | 提前开启左转向灯,题库缺图,1,q_n6mBEzMp5R8X,,
1035,如图所示，驾驶过程中遇到这种情况时，A车不可以长鸣喇叭提醒道路养护车辆暂停喷水。,正确 | 错误,题库缺图,1,q_K0MMgJinc96d,,
1036,如图所示，驾驶过程中遇到这种情况时，A车可以长鸣喇叭提醒道路养护车辆暂停喷水。,正确 | 错误,题库缺图,1,q_RnKmjHmzsNgB,,
1037,如图所示，黄色机动车从这个位断置驶入匝道的行为是正确的。,正确 | 错误,题库缺图,1,q_Dkmi0pKpZbIE,,
1038,如图所示，黄色机动车从这个位置驶入匝道的行为是正确的。,正确 | 错误,题库缺图,1,q_fb_yTH3EwBOJ,,
1039,如果想超越前方图中这辆慢速度行驶的小汽车，怎样做是正确的？,连续鸣喇叭提示前车 | 从前车左侧直接超越 | 在条件具备时从右侧超越 | 开启左转向灯等待让超,题库缺图,1,q_Ct9nGx2VVaTL,,
1040,对有使用伪造或变造检验合格标志嫌疑的车辆，交通警察只进行罚款处罚。,正确 | 错误,题库缺图,1,q_j5r_ifnmCC1k,,
1041,对未放置保险标志上道路行驶的机动车，可依法扣留机动车。,正确 | 错误,题库缺图,1,q_3oRTYLzOKK4E,,
1042,左侧标志指示高速公路两个行驶方向的目的地。,正确 | 错误,题库缺图,1,q_9HtDPXe89GNR,,
1043,应避免在路况复杂、交通标线不完整的情况下，使用自适应巡航控制系统。,正确 | 错误,题库缺图,1,q_Iom1s2o8neS7,,
1044,开启前照灯近光时，图中指示灯亮起。,正确 | 错误,题库缺图,1,q_DdkhyDocBqmp,,
1045,开启前照灯远光时仪表板上（如图所示）亮起。,正确 | 错误,题库缺图,1,q_piwn9vmXcZZ3,,
1046,开启危险报警闪光灯时，图中指示灯闪烁。,正确 | 错误,题库缺图,1,q_YVdM4ZQwd4be,,
1047,开启近光灯时，图中指示灯亮起。,正确 | 错误,题库缺图,1,q_-gSCIHSFde3q,,
1048,当驾驶员看到以下标志时，需减速慢行，是因为什么？,前方车行道或路面变窄 | 前方有弯道 | 前方车流量较大 | 前方有窄桥,残缺队列+题库缺图,1,"q_Z0iUhbOZ4fDh,qi_item_fUcYmH9Z5y2i",,
1049,打开位置灯开关，（如图所示）亮起。,正确 | 错误,题库缺图,1,q_oK8RX0WdfgOS,,
1050,打开前后雾灯开关，如下图所示指示灯亮起。,正确 | 错误,题库缺图,1,q__6sCYVUrVY2l,,
1051,打开前后雾灯开关，如下图所示断旨示灯亮起。,正确 | 错误,题库缺图,1,q_prmTUbrI6XW2,,
1052,打开前雾灯开关，如下图所示指示灯亮起。,正确 | 错误,题库缺图,1,q_CeAftYj48v1x,,
1053,打开前雾灯开关，（如图所示）亮起。,正确 | 错误,题库缺图,1,q_BUOhHdDd_cDx,,
1054,打开右转向灯开关，如下图所示指示灯亮起。,正确 | 错误,题库缺图,1,q_kpTJ7oTFE7r7,,
1055,打开后雾灯开关，如下图所示指示灯亮起。,正确 | 错误,题库缺图,1,q_t1p7VtnVLBXt,,
1056,打开后雾灯开关，如下图所示指示灯亮起。用,正确 | 错误,题库缺图,1,q_lB8OaIqAeABk,,
1057,打开后雾灯开关，（如图所示）亮起。,正确 | 错误,题库缺图,1,q_MKbQmWuEE35O,,
1058,打开左转向灯开关，（如图所示）亮起。,正确 | 错误,题库缺图,1,q_0hTrSqLO4WLW,,
1059,指示标志的作用是什么？,限制车辆、行人通行 | 指示车辆、行人行进 | 告知方向信息 | 警告前方危险,题库缺图,1,q__99_8ZRRxNlc,,
1060,指示标线的作用是什么？,禁止通行 | 指示通行 | 限制通行 | 警告提醒,题库缺图,1,q_FFQqjl99EnIV,,
1061,指路标志的作用是什么？,限制车辆通行 | 提示限速信息 | 提供方向信息 | 警告前方危险,题库缺图,1,q_u5dCCFV99ZpS,,
1062,机动车仪表板上如下图所示指示灯亮表示发动机可能机油压力过高。,正确 | 错误,题库缺图,1,q_pfMPy9WW_fO3,,
1063,机动车仪表板上如下图所示指示灯亮表示发动机可能机油量不足,正确 | 错误,题库缺图,1,q_4b7ICXey_WFO,,
1064,机动车仪表板上如下图所示指示灯亮表示发动机可能机油量不足。,正确 | 错误,题库缺图,1,q_ifWLtV2OPVRB,,
1065,机动车仪表板上如图所示指示灯一直亮表示什么？,防抱死制动系统故障 | 安全气囊处于故障状态 | 安全气囊处于工作状态 | 安全带没有系好,题库缺图,1,q_ZyRDIkSXvT1j,,
1066,机动车仪表板上如图所示指示灯一直亮，表示安全气囊处于工作状态。,正确 | 错误,题库缺图,1,q_RsmTWFlKTdX9,,
1067,机动车仪表板上如图所示指示灯亮时，提醒驾驶人安全带插头未插入锁扣。,正确 | 错误,题库缺图,1,q_XySgNpmWq7N_,,
1068,机动车仪表板上如图所示指示灯亮时，表示驻车制动器处于制动状态。,正确 | 错误,题库缺图,1,q_fjrZ0BcrJVhJ,,
1069,机动车仪表板上如图所示指示灯亮时，防抱死制动系统处于打开状态。,正确 | 错误,题库缺图,1,q_avbQd0PGRj4-,,
1070,机动车仪表板上如图所示指示灯亮表示启用地板及前风窗玻璃吹风。,正确 | 错误,题库缺图,1,q_TLXelwdPAhnM,,
1071,机动车仪表板上如图所示指示灯亮，提示发动机舱开启。,正确 | 错误,题库缺图,1,q_tSyuOdeHfbzX,,
1072,机动车仪表板上如图所示指示灯亮，提示发电机向蓄电池充电。,正确 | 错误,题库缺图,1,q_J1gLMZaON4an,,
1073,机动车仪表板上如图所示指示灯亮，提示右侧车门未关闭。,正确 | 错误,题库缺图,1,q_6dgIDVr9EQD1,,
1074,机动车仪表板上如图所示指示灯亮，表示行车制动系统可能出现故障。,正确 | 错误,题库缺图,1,q_a77siYoKvZkq,,
1075,机动车仪表板上如图所示指示灯时，防抱死制动系统处于打开状态。态。,正确 | 错误,题库缺图,1,q_nhV0AqjYjG4h,,
1076,机动车仪表板上这个符号如下图表示什么？,一侧车门开启 | 行李舱开启 | 发动机舱开启 | 燃油箱盖开启,题库缺图,1,q_lQp9fuCY0Qia,,
1077,机动车仪表板上（如图所示）亮时，提醒发动机冷却液可能不足。,正确 | 错误,题库缺图,1,q_LcQ_iBwDFKs0,,
1078,机动车仪表板上（如图所示）亮时，提醒发动机需要补充机油。,正确 | 错误,题库缺图,1,q_D72YqNoJ18gZ,,
1079,机动车仪表板上（如图所示）亮表示什么？,左转向指示灯闪烁 | 右转向指示灯闪烁 | 车前后位置灯亮起 | 车前后示宽灯亮起,题库缺图,1,q_RqxDxT8M0lEI,,
1080,机动车仪表板上（如图所示）亮，提示左侧车门未关闭。,正确 | 错误,题库缺图,1,q_KjHW-GK3LKph,,
1081,机动车仪表板上（如图所示）亮，提示行李舱开启。,正确 | 错误,题库缺图,1,q_qUIGF0_qfiIm,,
1082,机动车仪表板上（如图所示）亮，断提示左侧车门未关闭。,正确 | 错误,题库缺图,1,q_QY0BR9ZKrR5I,,
1083,机动车仪表板上（如图所示）亮，表示驻车制动器操纵杆可能没松到底。,正确 | 错误,题库缺图,1,q_1xFmyJ94puGP,,
1084,机动车仪表板上（如图所示）指示灯亮，提示发动机舱开启。,正确 | 错误,题库缺图,1,q_e78my1fQspLy,,
1085,机动车发生故障时，如下图所示指示灯闪烁。,正确 | 错误,题库缺图,1,q_FNUhbbxLxglw,,
1086,机动车在一般道路上发生故障，难以移动时，应提前开启危险报警闪光灯并在车后50-100米设置警告标志。,正确 | 错误,题库缺图,1,q_Uxl9lhi7SfSy,,
1087,机动车在一般道路上发生故障，难以移动的，应提前开启危险报警闪光灯，并在车后50-100米处放置警告标志。,正确 | 错误,题库缺图,1,q_ZIoOm4LvrRSW,,
1088,机动车在夜间通过没有交通信号灯控制的交叉路口时，按照防御性驾驶技术要求，应当环回视野，认真观察路口路况，提前减速，要引人注意，___,使用远光灯 | 使用近光灯 | 使用危险报警闪光灯 | 交替使用远近光灯示意,题库缺图,1,q_1A7NXDUy_HyA,,
1089,机动车在道路上发生故障难以移动时要在车后50米以内设置警告标志。,正确 | 错误,题库缺图,1,q__IsSyVmTH7wr,,
1090,机动车在道路上发生故障难以移动时要在车后50米以内设置警告标志。读,正确 | 错误,题库缺图,1,q_DydDX7KcjgmT,,
1091,机动车在道路上行驶不得超过限速标志、标线标明的速度安全行驶。,正确 | 错误,题库缺图,1,q_GC2ZS_eJyS-i,,
1092,机动车在高速公路上发生故障时，在来车方向50至100米处设置警告标志。,正确 | 错误,题库缺图,1,q_NJsf5FnPuC4_,,
1093,机动车白天在道路上发生故障，妨碍交通又难以移动的，按照防御性驾驶技术要求，应引人注意，立即开启___，并在距来车方向50米至100米处设置警告标志。,示廓灯 | 后位灯 | 远光灯 | 危险报警闪光灯,题库缺图,1,q_Pb9IAF7eDm1x,,
1094,机动车白天在道路上发生故障，妨碍交通又难以移动的，按照防御性驾驶技术要求，应引人注意，立即开启_，并在距来车方向50米至100米处设置警告标志。,示廓灯 | 后位灯 | 远光灯 | 危险报警闪光灯,题库缺图,1,q_IeW99x4VbPPC,,
1095,机动车载运危险化学品，应当经哪个部门批准后，按指定的时间、路线、速度行驶，悬挂警示标志并采取必要的安全措施？,公安机关 | 道路运输管理机构 | 城市管理部门 | 环保部门,题库缺图,1,q_YA0a1r_rdc5f,,
1096,机动车运载超限不可解体物品影响交通安全的，应当按照哪个部门指定的时间、路线、速度行驶，并悬挂明显标志？,道路运输管理机构 | 公安机关交通管理部门 | 城市管理部门 | 安全监督部门,题库缺图,1,q_EnNJeM6rvO1p,,
1097,机动车通过没有交通信号灯、交通标志、交通标线或者交通警察指挥的交叉路口时，按照防御性驾驶技术要求，应当环回视野，用眼睛不断扫视路口周围情况,迅速通过 | 减速慢行 | 适当加速 | 保持行驶速度,题库缺图,1,q_dWugHMo8a02W,,
1098,看到图中所示道路信号灯不断闪烁时，表示机动车可以加速通过。,正确 | 错误,题库缺图,1,q_n2lABPFTnWHO,,
1099,看到图中标志时，应怎样行驶？,路口没有车辆和行人，可以加速A通过 | 不影响其他车辆通过，可以减速B通过 | 在路口停车后向左转头观察，确认安全后，快速通过 | 在路口减速观察，确认安全后通过,题库缺图,1,q_jouaXl2Y0lVF,,
1100,看到这个标志的时候，您应该开启前照灯。,正确 | 错误,题库缺图,1,q_YcWGpRQXNz1C,,
1101,看到这个标志的时候，您应该开启车灯。,正确 | 错误,题库缺图,1,q_a_bjGikC20Xh,,
1102,禁令标志的作用是什么？,禁止或限制行为 | 告知方向信息 | 指示车辆行进 | 警告前方危险,题库缺图,1,q_tIgWrkyIRf-e,,
1103,禁止标线的作用是告知道路使用者道路交通的遵行、禁止、限制等特殊规定。,正确 | 错误,题库缺图,1,q_eMPdUaoSQzAn,,
1104,红圈内导向箭头含义是提示前方需向右合流。,正确 | 错误,题库缺图,1,q_5t4veD22miAE,,
1105,红圈内导向箭头提示前方有左弯。,正确 | 错误,题库缺图,1,q_nDclEQvXD6w1,,
1106,红圈内导向箭头提示前方需向左合流。,正确 | 错误,题库缺图,1,q_wT95bMAjbkOd,,
1107,红圈内导向箭头表示前方道路可左右转弯。,正确 | 错误,题库缺图,1,q_1PolyOzmwltc,,
1108,红圈内指示灯亮时，提示两侧车门未关闭。,正确 | 错误,题库缺图,1,q_SFU9xaIqYp_S,,
1109,红圈内指示灯亮表示（ ）,4030502060607020PRNDH | 后备箱盖开启 | 燃油箱盖开启 | 两侧车门开启,题库缺图,1,q_hAaxr1Hhqt91,,
1110,红圈内标线是公交专用车道。,正确 | 错误,题库缺图,1,q_Q7gs-DA2pbrK,,
1111,红圈内标线是（ ）。选,用 | 17-18 | 大客车专用车道 | 营运客车专用车道,题库缺图,1,q_xoSXcIiPZKrz,,
1112,红圈内标线用于警示车行道数量减少。,正确 | 错误,题库缺图,1,q_sVH2y2S3O0dP,,
1113,红圈内标线的含义是（ ）。,实线一侧禁止越线 | 虚线一侧禁止越线 | 实线一侧允许越线 | 两侧均可越线行驶,题库缺图,1,q_pxKsVpIAKYEE,,
1114,红圈内标线表示大型车应在该车道内行驶。,正确 | 错误,题库缺图,1,q_lOqCyQdGDw7C,,
1115,红圈内标线表示小型车专用车道。,正确 | 错误,题库缺图,1,q_18LsF2yrj_wB,,
1116,红圈内标线表示正在接近车道中障碍物。,正确 | 错误,题库缺图,1,q_NXDH7V7Kwgy5,,
1117,红圈内标线表示每天7:00-8:00、17:00-18:00时间段内车辆禁止右转。,正确 | 错误,题库缺图,1,q__phqVc3ByDw9,,
1118,红圈内标线表示虚线一侧机动车可临时变换车道进出港湾。,正确 | 错误,残缺队列+题库缺图,1,"q_Xn7nmHYUx1VZ,qi_item_IwmKHGbk5HgL",,
1119,红圈内标线表示规定时间内车辆,禁止转弯 | 禁止掉头 | 允许掉头 | 禁止直行,题库缺图,1,q_dku5yuq_kyDy,,
1120,红圈内标线表示规定时间内车辆（ ）。,禁止转弯 | 禁止掉头 | 允许掉头 | 禁止直行,题库缺图,1,q_csYHNeQwDeYT,,
1121,红圈内标线表示该车道可直行或左转。,正确 | 错误,题库缺图,1,q_MIDVHyZ_Whc1,,
1122,红圈内路面数字标记是（,08.001 | 保持车距标记 | 最小间距标记 | 速度限制标记,题库缺图,1,q_wNPYv7BkYV7d,,
1123,行经交叉路口遇这种情况，对面红车享有优先通行权。,正确 | 错误,题库缺图,1,q_h2vEigUtkOh6,,
1124,行经这种交通标线的路段要加速行驶。,正确 | 错误,题库缺图,1,q_TgSZ0hiJqVDQ,,
1125,行车中遇到前方突发事件人突然横穿路面，按照防御性驾术要求，要引人注意，要随机应采用点刹方式减速，并通过刹车繁闪烁提醒后车注意，通过与的眼神交流，正确行人通图，确保安全情况下缓速通过。,正确 | 错误,题库缺图,1,q_TPd5ieBlw0od,,
1126,行车中遇到前方突发事件或行人突然横穿路面，按照防御性驾驶技术要求，要引人注意，要随机应变，采用点刹方式减速，并通过刹车灯频繁闪烁提醒后车注意，通过与行人的眼神交流，正确判断行人通行意图，确保安全情况下缓速通过。,正确 | 错误,题库缺图,1,q_RsP7f-GQvOnj,,
1127,行车中遇到前方突发事件或行人突然横穿路面，按照防御性驾驶技术要求，要引人注意，要随机应变，采用点刹方式减速，并通过刹车灯频繁闪烁提醒后车注意，通过与行人的眼神交流，正确行人通行意图，确保安全情况下缓速通过。,正确 | 错误,题库缺图,1,q_RT1q-9gY8_8c,,
1128,警告标线的作用是提醒道路使用者了解道路上的特殊情况，提高警觉准备应变防范措施。,正确 | 错误,题库缺图,1,q_bubpz4dIeiDo,,
1129,请一下图中红色机动车有几种违法行为？,一种违法行为 | 两种违法行为 | 三种违法行为 | 四种违法行为,题库缺图,1,q_1M35eULdlDV9,,
1130,请判断图中左侧的机动车有几种违法行为？,两种违法行为 | 三种违法行为 | 四种违法行为 | 五种违法行为,题库缺图,1,q_df80PbjzksX-,,
1131,请判断图中红色机动车有几种违法行为？,一种违法行为 | 两种违法行为 | 三种违法行为 | 四种违法行为,题库缺图,1,q_c0Ng7gF1zJiX,,
1132,请判断图中这辆逆向行驶的灰色汽车属于什么行为？,违法行为 | 违规行为 | 违章行为 | 违纪行为,题库缺图,1,q_jt_ZX1Acv0r3,,
1133,请判断图中这辆黄色小型汽车的违法行为是什么？,强行从右侧超车 | 越黄线行驶 | 占用专用车道 | 未开启右转向灯,题库缺图,1,q_fVafvcPLgx4m,,
1134,请图中左侧的机动车有几种违法行为？,两种违法行为 | 三种违法行为 | 四种违法行为 | 五种违法行为,题库缺图,1,q_LUyc08SKTNL6,,
1135,请图中红色机动车有几种违法行为？,一种违法行为 | 两种违法行为 | 三种违法行为 | 四种违法行为,题库缺图,1,q_yNqSxJr0b8cZ,,
1136,超车时应加大横向车距，必要时可越实线超车。,正确 | 错误,题库缺图,1,q_9RR-WFtU-NbV,,
1137,超车时应加大横向车距，必要时断可越实线超车。,正确 | 错误,题库缺图,1,q_e84d1_7ayYvu,,
1138,超车时应确认具备足够的横向距离，不可越实线超车。,正确 | 错误,题库缺图,1,q_J2_135ZEKyo3,,
1139,距离图中路段50米内不得停放机动车。,正确 | 错误,题库缺图,1,q_YwxFvAWdZlsW,,
1140,路两侧的车行道边缘白色实线是什么含义？,机动车可临时跨越 | 非机动车可临时跨越 | 车辆可临时跨越 | 禁止车辆跨越,题库缺图,1,q_8ZU67BXDj240,,
1141,路中两条双黄色虚线是什么标线？,单向分道线 | 可跨越分道线 | 潮汐车道线 | 双向分道线,残缺队列+题库缺图,1,"q_FHlP9K3fUOle,qi_item_55I3w34HzBM0",,
1142,路中心的双黄实线作用是分隔对向交通流，在保证安全的前提下，可越线超车或转弯。,正确 | 错误,题库缺图,1,q_01JkTbGYEPCZ,,
1143,路中心的双黄实线作用是分隔对断向交通流，在保证安全的前提下，可越线超车或转弯。,正确 | 错误,题库缺图,1,q_P5TpzYQT4bRv,,
1144,路中心的双黄实线属于哪一类标线？,指示标线 | 辅助标线 | 警告标志 | 禁止标线,题库缺图,1,q_5GFQFeHUFnTH,,
1145,路中心黄色虚线属于哪一类标线？,指示标线 | 禁止标线 | 警告标志 | 辅助标线,题库缺图,1,q_7W1I5TpAEcqc,,
1146,路中心黄色虚线的含义是分隔对向交通流，在保证安全的前提下，可越线超车或转弯。,正确 | 错误,题库缺图,1,q__tU7VskJzomR,,
1147,路中白色虚线是什么标线？,禁止跨越对向车道中心线 | 限制跨越对向车道中心线 | 可跨越同向车道中心线 | 单向行驶车道分界中心线,题库缺图,1,q_LhHBzmuW4JA2,,
1148,路中间的双黄实线属于哪种标线？,指示标线 | 辅助标线 | 警告标志 | 禁止标线,题库缺图,1,q_1tSoxNGpGs8p,,
1149,路口最前端的双白虚线，代表停车让行线。,正确 | 错误,题库缺图,1,q_2oTdLV7ZL3b8,,
1150,路右侧车行道边缘白色虚线是什么含义？,车辆可临时越线行驶 | 车辆禁止越线行驶 | 应急车道分界线 | 人行横道分界线,残缺队列+题库缺图,1,"q_g3EXxLm2JmTx,qi_item_wswqy5p-71EV",,
1151,路缘石上的黄色实线是何含义？,仅允许上下人员 | 仅允许装卸货物 | 禁止长时间停车 | 禁止停放车辆,题库缺图,1,q_PSlJiYc3rkDi,,
1152,路缘石上的黄色虚线是何含义？,禁止临时停车 | 禁止上下人员 | 禁止长时停车 | 禁止装卸货物,题库缺图,1,q_-d2Qim6uNNcg,,
1153,路面上白色虚线和三角地带标线组成的是什么标线？,道路入口标线 | 可跨越式分道线 | 道路入口减速线 | 道路出口标线,残缺队列+题库缺图,1,"q_SJKMdCorR-97,qi_item_o6Re-fEAhU0f",,
1154,路面上的黄色标线是何含义？,车行道变多标线 | 路面宽度渐变标线 | 接近障碍物标线 | 施工路段提示线,题库缺图,1,q_qqjox-oqAf3X,,
1155,路面上的黄色标记是何含义？,禁止左转 | 禁止掉头 | 禁止右转 | 禁止直行,残缺队列+题库缺图,1,"q_Vw6SMYz76L9D,qi_item_3sOC81R2Dl5O",,
1156,路面由白色虚线和三角地带标线组成的是什么标线？,道路入口标线 | 可跨越式分道线 | 道路出口减速线 | 道路出口标线,残缺队列+题库缺图,1,"q_J6PSX3433i8n,qi_item_4yHlYNDmr2zU",,
1157,车辆出现故障时，可以在图中位置进行维修。,正确 | 错误,题库缺图,1,q_Hl5_LRER2-nH,,
1158,车辆发生故障而无法移动时，首先应在车辆后方50-150米处放置危险警告标志，防止后车追尾。,正确 | 错误,题库缺图,1,q_TZMsKcs82T6w,,
1159,车辆发生故障而无法移动的，首先要在车辆后方50-150米处放置危险警告标志，以防后车追尾。,正确 | 错误,题库缺图,1,q_T1SgsLdUa7s9,,
1160,车辆在一般道路发生故障，应开启危险报警闪光灯，并在车后50到100米设置警告标志，如不按规定使用灯光和设置警告标志的，将被一次记多少分？,1分 | 12分 | 3分 | 6分,题库缺图,1,q_W3-lsiPTIhB7,,
1161,车辆在高速公路上发生故障后，为寻求其他车辆的帮助，可将警告标志放置在其他车道。,正确 | 错误,题库缺图,1,q_2xsVEWlrYhFD,,
1162,车辆进入山区道路后，要特别注意“连续转弯”标志，并主动避让车辆及行人，适时减速和提前鸣喇叭。,正确 | 错误,题库缺图,1,q_OkRmUjRF-JKZ,,
1163,车辆通过学校和小区应注意观察标志标线，低速行驶，不要鸣喇叭。,正确 | 错误,题库缺图,1,q_fH-5xQo7MuUN,,
1164,这个地面标记的含义是预告前方设有交叉路口。,正确 | 错误,题库缺图,1,q_Q1yFdQLb7E2q,,
1165,这个导向箭头是何含义？,提示前方有左弯或需向左合流 | 提示前方有右弯或需向右合流 | 提示前方右侧有障碍或需向左合流 | 提示前方有左弯或需向左绕行,残缺队列+题库缺图,1,"q_62e2dcEVVGU4,qi_item_fXYE0Lf6fRDm",,
1166,这个标志为向左急弯路标志，用以警告车辆驾驶人前方有急弯。,正确 | 错误,题库缺图,1,q_P9QZG1yxyEbw,,
1167,这个标志代表加油站。,正确 | 错误,题库缺图,1,q_S4LPGdVyVkuV,,
1168,这个标志提示哪种车型禁止通行驶入？,中型客车 | 小型货车 | 各种车辆 | 小型客车,题库缺图,1,q_GXPYaevkhtLG,,
1169,这个标志是人行横道标志，机动车驾驶人行经此处时应注意观察行人。,正确 | 错误,题库缺图,1,q__zHFieJ4GoI6,,
1170,这个标志是什么含义？出口133B,北G55 | 永州 | 高速公路直出车道指引 | 高速公路地点距离预告,题库缺图,1,q_VgepS_jByhoC,,
1171,这个标志是何含义？Pi,停车点 | 服务站 | 停车场 | 应急避难场所,题库缺图,1,q_TNRxic9Te9Tr,,
1172,这个标志是何含义？出口1338,北G55 | 永州 | 高速公路直出车道指引 | 高速公路地点距离预告,题库缺图,1,q_xUac6e6tZRhU,,
1173,这个标志是何含义？左32出口前进路广州,高速公路下一出口预告 | 高速公路右侧出口预告 | 高速公路目的地预告 | 高速公路左侧出口预告,题库缺图,1,q_EThdtEKx69gv,,
