组号,组内序号,题号,题干,正确答案,选项,分组题干,组内条数,组内答案种数,已标记问题题
32,2/3,q_sQ58nmErMtpj,如图所示，在高速公路上开车遇到图中所示情况时，以下操作不正确的是什么？,继续维持高速行驶，防止后辆堵塞,应该打开雾灯、近光灯、示廓灯、A前后位灯，危险报警闪光灯 | 能见度低，应该与同车道前车保B持一定距离 | 降低车速，防止紧急情况下无法及时制动 | 继续维持高速行驶，防止后辆堵塞,如图所示在高速公路上开车遇到图中所示情况时以下操作不正确的是什么,3,2,
32,3/3,q_gYetyQbvJnUp,如图所示，在高速公路上开车遇到图中所示情况时，以下操作不正确的是什么？,继续维持高速行驶，防止后面车辆堵塞,应该打开雾灯、近光灯、示廓灯、前后位灯，危险报警闪光灯 | 能见度低，应该与同车道前车保持一定距离 | 降低车速，防止紧急情况下无法及时制动 | 继续维持高速行驶，防止后面车辆堵塞,如图所示在高速公路上开车遇到图中所示情况时以下操作不正确的是什么,3,2,
33,1/3,q_i0FTNZpcHzlQ,如图所示，直行车辆遇到前方路口堵塞，以下说法正确的是什么？,错误,正确 | 错误,如图所示直行车辆遇到前方路口堵塞以下说法正确的是什么,3,2,
33,2/3,q_dz3oIngSxpSF,如图所示，直行车辆遇到前方路口堵塞，以下说法正确的是什么？,等前方道路疏通后，且信号灯为绿灯时方可继续行驶,等其他机动车进入路口时跟随行A驶 | 等前方道路疏通后，且信号灯为绿灯时方可继续行驶 | 可以直接驶入路口内等待通行 | 只要信号灯为绿灯，就可通,如图所示直行车辆遇到前方路口堵塞以下说法正确的是什么,3,2,
33,3/3,q_ACEqkC58BJbe,如图所示，直行车辆遇到前方路口堵塞，以下说法正确的是什么？,等前方道路疏通后，且信号灯为绿灯时方可继续行驶,等其他机动车进入路口时跟随行驶 | 等前方道路疏通后，且信号灯为绿灯时方可继续行驶 | 可以直接驶入路口内等待通行 | 只要信号灯为绿灯，就可通,如图所示直行车辆遇到前方路口堵塞以下说法正确的是什么,3,2,
34,1/3,q_MLPWyQmokRm1,如图所示，驾车驶近路口时，以下说法错误的是（ ）。,己车有优先通行权，无需减速,因视野受阻，应鸣喇叭提醒侧方A来车 | 右前方视野受阻，如有车辆冲出B易引发事故 | 己车有优先通行权，无需减速 | 为避免车辆从路口冲出，应降低车速,如图所示驾车驶近路口时以下说法错误的是,3,2,
34,2/3,q_NpRvBaeDxmI-,如图所示，驾车驶近路口时，以下说法错误的是（ ）。,已车有优先通行权，无需减速,因视野受阻，应鸣喇叭提醒侧方A来车 | 右前方视野受阻，如有车辆冲出B易引发事故 | 已车有优先通行权，无需减速 | 为避免车辆从路口冲出，应降低车速,如图所示驾车驶近路口时以下说法错误的是,3,2,
34,3/3,q_SpvSRGeKVjmG,如图所示，驾车驶近路口时，以下说法错误的是（ ）。,已车有优先通行权，无需减速,因视野受阻，应鸣喇叭提醒侧方来车 | 右前方视野受阻，如有车辆冲出易引发事故 | 已车有优先通行权，无需减速 | 为避免车辆从路口冲出，应降低车速,如图所示驾车驶近路口时以下说法错误的是,3,2,
35,1/3,q_Mm3B2ORXLpL1,这个标志是何含义？单远,G105,G105 | 国道编号 | 省道编号 | 县道编号,这个标志是何含义单远,3,3,
35,2/3,q_kLmjLSsBBU9f,这个标志是何含义？单远,错误,正确 | 错误,这个标志是何含义单远,3,3,
35,3/3,q_UfMzGSG3K82T,这个标志是何含义？单远,人工收费车道,高速公路收费站 | 高速公路领卡处 | ETC收费车道 | 人工收费车道,这个标志是何含义单远,3,3,
36,1/3,q_Y-fmiSDKr7B5,如图所示，驾驶机动车遇到这种情况时，以下做法正确的是什么？,应停车察明水情，确认安全后，低速通过,应停车察明水情，确认安全后，低速通过 | 应停车察明水情，确认安全后，B快速通过 | 应减速观察水情，然后加速行驶通过 | 可随意通行,如图所示驾驶机动车遇到这种情况时以下做法正确的是什么,3,2,
36,2/3,q_S2BiN5OtWIx9,如图所示，驾驶机动车遇到这种情况时，以下做法正确的是什么？,错误,正确 | 错误,如图所示驾驶机动车遇到这种情况时以下做法正确的是什么,3,2,
36,3/3,q_Fp1v2QxBGnb_,如图所示，驾驶机动车遇到这种情况时，以下做法正确的是什么？,应停车察明水情，确认安全后，低速通过,应停车察明水情，确认安全后，低速通过 | 应停车察明水情，确认安全后，快速通过 | 应减速观察水情，然后加速行驶通过 | 可随意通行,如图所示驾驶机动车遇到这种情况时以下做法正确的是什么,3,2,
37,1/2,q_-8pki1Gy_HqQ,红色圆圈内标线含义是什么？,公交车停靠站,临时停靠站 | 大客车停靠站 | 公交车停靠站 | 应急停车带,红色圆圈内标线含义是什么,2,2,
37,2/2,q_GBZwnwqPXntZ,红色圆圈内标线含义是什么？,港湾式停靠站,临时停靠站 | 港湾式停靠站 | 应急停车带 | 公交车停靠站,红色圆圈内标线含义是什么,2,2,
38,1/2,q_wTDqNI_TFzt7,这个标志的含义是提醒车辆驾驶人前方是无人看守铁路道口。,错误,正确 | 错误,这个标志的含义是提醒车辆驾驶人前方是无人看守铁路道口,2,2,
38,2/2,q_I3S_D_FiMUpw,这个标志的含义是提醒车辆驾驶人前方是无人看守铁路道口。,正确,正确 | 错误,这个标志的含义是提醒车辆驾驶人前方是无人看守铁路道口,2,2,
39,1/2,q_08wwJrQtY_Dz,图中路段不允许掉头。,错误,正确 | 错误,图中路段不允许掉头,2,2,
39,2/2,q_ekS2uYkWF4yo,图中路段不允许掉头。,正确,正确 | 错误,图中路段不允许掉头,2,2,
40,1/2,q_0GWAoOIj-vmQ,在图中位置停车会被记多少分？,1分,12分 | 3分 | 1分 | 不记分,在图中位置停车会被记多少分,2,2,
40,2/2,q_b0lE-QvdJXhq,在图中位置停车会被记多少分？,3分,10米 | 12分 | 3分 | 1分,在图中位置停车会被记多少分,2,2,
41,1/2,q_cn_w6JLusyVR,红圈内的符号表示（ ）。,前风窗玻璃刮水器,前风窗玻璃刮水器 | 后风窗玻璃除霜 | 后风窗玻璃刮水器 | 前风窗玻璃除霜,红圈内的符号表示,2,2,
41,2/2,q_V9fvtO6YvKcp,红圈内的符号表示（ ）。,前风窗玻璃刮水器及洗涤器,前风窗玻璃刮水器及洗涤器 | 后风窗玻璃除霜或除雾 | 后风窗玻璃刮水器及洗涤器 | 前风窗玻璃除霜或除雾,红圈内的符号表示,2,2,
42,1/2,q_sF1ckdtFnrp-,下列哪个交通标志，表示禁止电动自行车进入？,如B图所示,如A图所示 | 如B图所示 | 如C图所示 | 如D图所示,下列哪个交通标志表示禁止电动自行车进入,2,2,
42,2/2,q_nKiI2HbGbHxZ,下列哪个交通标志，表示禁止电动自行车进入？,D图,B图A图 | D图 | 如A图所示 | 如B图所示,下列哪个交通标志表示禁止电动自行车进入,2,2,
43,1/2,q_kjRns-Dg2diT,下列哪个交通标志，表示禁止挂车、半挂车驶入？,如C图所示,如A图所示 | 如D图所示 | 如B图所示 | 如C图所示,下列哪个交通标志表示禁止挂车半挂车驶入,2,2,
43,2/2,q_PMLA9o9pndtu,下列哪个交通标志，表示禁止挂车、半挂车驶入？,如D图所示,B图A图 | D图 | 如A图所示 | 如D图所示,下列哪个交通标志表示禁止挂车半挂车驶入,2,2,
44,1/2,q_oOEvwyDup2T9,发动机起动后仪表板上如图所示指示灯亮表示什么？,油箱内燃油已到最低液面,油箱内燃油已到最低液面 | 发动机供油系统出现异常 | 发动机点火系统出现故障 | 燃油泵出现异常或者故障,发动机起动后仪表板上如图所示指示灯亮表示什么,2,2,
44,2/2,q_Wb7HKmGMUrvP,发动机起动后仪表板上如图所示指示灯亮表示什么？,发动机机油压力过低,发动机机油压力过高 | 发动机主油道堵塞 | 发动机机油压力过低 | 发动机曲轴箱漏气,发动机起动后仪表板上如图所示指示灯亮表示什么,2,2,
45,1/2,q_U_XrozU0HzBE,行车中仪表板上如图所示指示灯亮表示什么？,发动机温度过高,发动机温度过低 | 发动机温度过高 | 发动机冷却系统故障 | 发动机润滑系统故障,行车中仪表板上如图所示指示灯亮表示什么,2,2,
45,2/2,q_W1Zo_EZxUW-y,行车中仪表板上如图所示指示灯亮表示什么？,错误,正确 | 错误,行车中仪表板上如图所示指示灯亮表示什么,2,2,
46,1/2,q_jmF0EAVfFQzE,遇到下列哪个标志，你不需要主动让行？,如图中D所示,如图中A所示 | 如图中B所示 | 如图中C所示 | 如图中D所示,遇到下列哪个标志你不需要主动让行,2,2,
46,2/2,q_qAa73qN-s7MD,遇到下列哪个标志，你不需要主动让行？,如图中C所示,停让 | 如图中A所示 | 如图中B所示 | 如图中C所示,遇到下列哪个标志你不需要主动让行,2,2,
47,1/2,q_NVuzo0UA_1ao,如图所示，A车具有优先通行权。,正确,正确 | 错误,如图所示A车具有优先通行权,2,2,
47,2/2,q_1OMVdCPsccg6,如图所示，A车具有优先通行权。,错误,正确 | 错误,如图所示A车具有优先通行权,2,2,
48,1/2,q_B_g_M9Eh2KI7,关于图中交通事故的责任判定，以下说法正确的是（ ）。,B车负全部责任,A车负全部责任 | B车负全部责任 | 都无责任，后果自行承担 | 各负一半责任,关于图中交通事故的责任判定以下说法正确的是,2,2,
48,2/2,q_AM2xxXH-l37X,关于图中交通事故的责任判定，以下说法正确的是（ ）。,车负全部责任,AA车负全部责任 | 车负全部责任 | 都无责任，后果自行承担 | 各负一半责任,关于图中交通事故的责任判定以下说法正确的是,2,2,
49,1/2,q_5DT1gNRFkGZz,这个标志的含义是指示此处设有室内停车场。,错误,正确 | 错误,这个标志的含义是指示处设有室内停车场,2,2,
49,2/2,q_QV5Z--0-omAz,这个标志的含义是指示此处设有室内停车场。,正确,正确 | 错误,这个标志的含义是指示处设有室内停车场,2,2,
50,1/2,q_D0kJuItv3Aoj,如图所示，A车在此处停车是可以的。,错误,正确 | 错误,如图所示A车在处停车是可以的,2,2,
50,2/2,q_B0TmbNCbU75U,如图所示，A车在此处停车是可以的。,正确,正确 | 错误,如图所示A车在处停车是可以的,2,2,
51,1/2,q_54zqcPJrQIpK,如图所示，在这条公路上行驶的最高速度不能超过多少？,40公里/小时,30公里/小时 | 40公里/小时 | 50公里/小时 | 70公里/小时,如图所示在这条公路上行驶的最高速度不能超过多少,2,2,
51,2/2,q_2KwlPVq5fuGD,如图所示，在这条公路上行驶的最高速度不能超过多少？,70公里/小时,30公里/小时 | 40公里/小时 | 50公里/小时 | 70公里/小时,如图所示在这条公路上行驶的最高速度不能超过多少,2,2,
52,1/2,q_z9wuAb1UdsMu,下列哪个交通标志表示不能停车？,如图中B所示,如图中A所示 | 如图中B所示 | 如图中C所示 | 如图中D所示,下列哪个交通标志表示不能停车,2,2,
52,2/2,q_RTanVkj2_xn-,下列哪个交通标志表示不能停车？,如图中A所示,停检查 | 如图中A所示 | 如图中B所示 | 如图中C所示,下列哪个交通标志表示不能停车,2,2,
53,1/2,q_kpTJ7oTFE7r7,打开右转向灯开关，如下图所示指示灯亮起。,错误,正确 | 错误,打开右转向灯开关如下图所示指示灯亮起,2,2,
53,2/2,q_P0ljST0Qfyuj,打开右转向灯开关，如下图所示指示灯亮起。,正确,正确 | 错误,打开右转向灯开关如下图所示指示灯亮起,2,2,
54,1/2,q_pUHArxQyFXBe,机动车仪表板上如下图指示灯亮表示什么？,两侧车门开启,两侧车门开启 | 行李舱开启 | 发动机舱开启 | 燃油箱盖开启,机动车仪表板上如下图指示灯亮表示什么,2,2,
54,2/2,q_TcwWmCQ0xxvx,机动车仪表板上如下图指示灯亮表示什么？,空气内循环,迎面出风 | 空气外循环 | 空气内循环 | 风窗玻璃除霜,机动车仪表板上如下图指示灯亮表示什么,2,2,
55,1/2,q_LnfZQuR5NGkQ,机动车仪表板上这个符号如图所示表示什么？,发动机舱开启,一侧车门开启 | 行李舱开启 | 发动机舱开启 | 燃油箱盖开启,机动车仪表板上这个符号如图所示表示什么,2,2,
55,2/2,q_6MSREI27KxeJ,机动车仪表板上这个符号如图所示表示什么？,车灯总开关,近光灯开关 | 远光灯开关 | 车灯总开关 | 后雾灯开关,机动车仪表板上这个符号如图所示表示什么,2,2,
56,1/2,q_XvHN9hdooQEW,机动车仪表板上这个符号如下图所示表示什么？,冷风暖气风扇,冷风暖气风扇 | 空调制冷 | 空气循环 | 雪地起步模式,机动车仪表板上这个符号如下图所示表示什么,2,2,
56,2/2,q_KIwhdyYbHobF,机动车仪表板上这个符号如下图所示表示什么？,考宝典,考宝典 | 冷风暖气风扇 | 空调制冷 | 空气循环,机动车仪表板上这个符号如下图所示表示什么,2,2,
57,1/2,q_6dgIDVr9EQD1,机动车仪表板上如图所示指示灯亮，提示右侧车门未关闭。,错误,正确 | 错误,机动车仪表板上如图所示指示灯亮提示右侧车门未关闭,2,2,
57,2/2,q_yS8Gtmsj7w9i,机动车仪表板上如图所示指示灯亮，提示右侧车门未关闭。,正确,正确 | 错误,机动车仪表板上如图所示指示灯亮提示右侧车门未关闭,2,2,
58,1/2,q_tSyuOdeHfbzX,机动车仪表板上如图所示指示灯亮，提示发动机舱开启。,错误,正确 | 错误,机动车仪表板上如图所示指示灯亮提示发动机舱开启,2,2,
58,2/2,q_e78my1fQspLy,机动车仪表板上（如图所示）指示灯亮，提示发动机舱开启。,正确,正确 | 错误,机动车仪表板上如图所示指示灯亮提示发动机舱开启,2,2,
59,1/2,q_eiCiLbgjVf_y,下列哪个指示灯亮表示车辆在使用近光灯？,如图中C所示,如图中A所示 | 如图中B所示 | 如图中C所示 | 如图中D所示,下列哪个指示灯亮表示车辆在使用近光灯,2,2,
59,2/2,q_YKi6lolQZj48,下列哪个指示灯亮表示车辆在使用近光灯？,如图中B所示,图A图B图 | 如图中A所示 | 如图中B所示 | 如图中C所示,下列哪个指示灯亮表示车辆在使用近光灯,2,2,
60,1/2,q_BEZdPZ84sl6O,以下哪个仪表表示水温表？,如图中C所示,如图中A所示 | 如图中B所示 | 如图中C所示 | 如图中D所示,以下哪个仪表表示水温表,2,2,
60,2/2,q_6Nq0hsPoileM,以下哪个仪表表示水温表？,如图中B所示,0000 | 如图中A所示 | 如图中B所示 | 如图中C所示,以下哪个仪表表示水温表,2,2,
61,1/2,q_PRMj_f21X6sg,以下哪个仪表表示燃油表？,如图中D所示,如图中A所示 | 如图中B所示 | 如图中C所示 | 如图中D所示,以下哪个仪表表示燃油表,2,2,
61,2/2,q_TXLKz-4I0_Iw,以下哪个仪表表示燃油表？,如图中C所示,000 | 如图中A所示 | 如图中B所示 | 如图中C所示,以下哪个仪表表示燃油表,2,2,
62,1/2,q_5hkgQgu0XiLW,图中哪个报警灯亮，提示充电电路异常或故障？,如图中D所示,如图中A所示 | 如图中B所示 | 如图中C所示 | 如图中D所示,图中哪个报警灯亮提示充电电路异常或故障,2,2,
62,2/2,q_dFDQ8l5L8W76,图中哪个报警灯亮，提示充电电路异常或故障？,如图中C所示,ABS | 如图中A所示 | 如图中B所示 | 如图中C所示,图中哪个报警灯亮提示充电电路异常或故障,2,2,
63,1/2,q_Eg1P9AhVItSI,以下哪个指示灯亮时，表示发动机机油压力过低？,如图中A所示,如图中A所示 | 如图中B所示 | 如图中C所示 | 如图中D所示,以下哪个指示灯亮时表示发动机机油压力过低,2,2,
63,2/2,q_RkvUEfgz3-08,以下哪个指示灯亮时，表示发动机机油压力过低？,ABS,ABS | 如图中A所示 | 如图中B所示 | 如图中C所示,以下哪个指示灯亮时表示发动机机油压力过低,2,2,
64,1/2,q_s9ZFg383TZ89,以下哪个指示灯亮时，表示防抱死制动系统出现故障？,如图中C所示,如图中A所示 | 如图中B所示 | 如图中C所示 | 如图中D所示,以下哪个指示灯亮时表示防抱死制动系统出现故障,2,2,
64,2/2,q_uCOrIb8i9JOU,以下哪个指示灯亮时，表示防抱死制动系统出现故障？,如图中B所示,ABS | 如图中A所示 | 如图中B所示 | 如图中C所示,以下哪个指示灯亮时表示防抱死制动系统出现故障,2,2,
65,1/2,q_ekVSRP1_WyDt,以下哪个指示灯亮时，表示油箱内燃油已到最低液面？,如图中D所示,如图中A所示 | 如图中B所示 | 如图中C所示 | 如图中D所示,以下哪个指示灯亮时表示油箱内燃油已到最低液面,2,2,
65,2/2,q_Y4_tyFoqTQWn,以下哪个指示灯亮时，表示油箱内燃油已到最低液面？,如图中C所示,ABS | 如图中A所示 | 如图中B所示 | 如图中C所示,以下哪个指示灯亮时表示油箱内燃油已到最低液面,2,2,
66,1/2,q_yo8WQL2Oeoy3,以下哪个标志，表示干路先行？,如图中D所示,如图中A所示 | 如图中B所示 | 如图中C所示 | 如图中D所示,以下哪个标志表示干路先行,2,2,
66,2/2,q_vVLM1DEmaZ74,以下哪个标志，表示干路先行？,如图中C所示,图 | A如图中A所示 | 如图中B所示 | 如图中C所示,以下哪个标志表示干路先行,2,2,
67,1/2,q_aPVOTt7Ixp0L,下列哪个交通标志，表示该车道仅供有轨电车通行？,如图中D所示,如图中A所示 | 如图中B所示 | 如图中C所示 | 如图中D所示,下列哪个交通标志表示车道仅供有轨电车通行,2,2,
67,2/2,q_QlqQ-5hecAgA,下列哪个交通标志，表示该车道仅供有轨电车通行？,如图中B所示,图 | D图 | 如图中A所示 | 如图中B所示,下列哪个交通标志表示车道仅供有轨电车通行,2,2,
68,1/2,q_bKY_dcja9rsh,下列哪个交通标志，表示多乘员车辆（HOV）专用车道？,如图中C所示,如图中D所示 | 如图中B所示 | 如图中C所示 | 如图中A所示,下列哪个交通标志表示多乘员车辆HOV专用车道,2,2,
68,2/2,q_OogmySCB4-OX,下列哪个交通标志，表示多乘员车辆（HOV）专用车道？,如图中D所示,图 | D图 | 如图中D所示 | 如图中B所示,下列哪个交通标志表示多乘员车辆HOV专用车道,2,2,
69,1/2,q_IaUbsxiXBmxd,图中属于哪种标志？,指路标志,警告标志 | 禁令标志 | 指示标志 | 指路标志,图中属于哪种标志,2,2,
69,2/2,q_CU_2qUEko-bk,图中属于哪种标志？,禁令标志,五爱街田村路田村 | 前方500m | 警告标志 | 禁令标志,图中属于哪种标志,2,2,
70,1/2,q_0X_A-QIe4I2K,如图所示，图中箭头所指的仪表是什么？,发动机转速表,百公里油耗表 | 发动机转速表 | 区间里程表 | 行驶速度表,如图所示图中箭头所指的仪表是什么,2,2,
70,2/2,q_L7WnB7aYooiO,如图所示，图中箭头所指的仪表是什么？,百公里油耗表,403080706020601070 | 百公里油耗表 | 发动机转速表 | 区间里程表,如图所示图中箭头所指的仪表是什么,2,2,
71,1/2,q_SHNpvHvQbJXB,如图所示，以下哪类车辆可以在黄色虚线标记的车道中行驶？,公交车,公交车 | 出租车 | 小客车 | 摩托车,如图所示以下哪类车辆可以在黄色虚线标记的车道中行驶,2,2,
71,2/2,q_DIdIoidq7O2v,如图所示，以下哪类车辆可以在黄色虚线标记的车道中行驶？,专交公,专交公 | 公交车 | 出租车 | 摩托车,如图所示以下哪类车辆可以在黄色虚线标记的车道中行驶,2,2,
72,1/2,q_IFhQvHM4J6do,图中蓝色车这种违法的行为会被记多少分？,记6分,记1分 | 记3分 | 记6分 | 记9分,图中蓝色车这种违法的行为会被记多少分,2,2,
72,2/2,q_SOpSXl_dp-MR,图中蓝色车这种违法的行为会被记多少分？,记1分,江阴南张家港26出口1m | 严禁占用应急车道 | 记1分 | 记3分,图中蓝色车这种违法的行为会被记多少分,2,2,
73,1/2,q_FSif9frEqluH,如图所示，在高速公路最左侧车道行驶，想驶离高速公路，以下说法正确的是什么？,每次变更一条车道，直到最右侧车道,立即减速后向右变更车道 | 为了快速变更车道，可以加速超越右侧车辆变更车道 | 每次变更一条车道，直到最右侧车道 | 找准机会一次变更到右侧车道,如图所示在高速公路最左侧车道行驶想驶离高速公路以下说法正确的是什么,2,2,
73,2/2,q_GgGvJJGBJwBB,如图所示，在高速公路最左侧车道行驶，想驶离高速公路，以下说法正确的是什么？,为了快速变更车道，可以加速超B越右侧车辆变更车道,204海安 | 立即减速后向右变更车道 | 为了快速变更车道，可以加速超B越右侧车辆变更车道 | 每次变更一条车道，直到最右侧车道,如图所示在高速公路最左侧车道行驶想驶离高速公路以下说法正确的是什么,2,2,
74,1/2,q_FfIiip_7cFcb,下列哪个交通标志，表示该道路仅供非机动车推行，不准骑行？,1,1 | 图34 | 如图1所示 | 如图2所示,下列哪个交通标志表示道路仅供非机动车推行不准骑行,2,2,
74,2/2,q_R0630Gv1folr,下列哪个交通标志，表示该道路仅供非机动车推行，不准骑行？,图1图2,图1图2 | 图3图4 | 如图1所示 | 如图2所示,下列哪个交通标志表示道路仅供非机动车推行不准骑行,2,2,
75,1/2,q_NeW263nH6Bgw,遇到图中所示的情景，怎么做是正确的？,停在校车后面等待,借左侧车道超越校车 | 变换远近光灯催促校车离开 | 停在校车后面等待 | 鸣喇叭催促校车离开,遇到图中所示的情景怎么做是正确的,2,2,
75,2/2,q_9gHNr_epy_Lg,遇到图中所示的情景，怎么做是正确的？,提前变更到中间车道超越,学校 | 提前变更到中间车道超越 | 提前变更到最左侧车道超越 | 停在校车后方使用灯光催促,遇到图中所示的情景怎么做是正确的,2,2,
76,1/2,q_rHOPNf4TD1yh,路面上导向箭头是何含义？,指示前方道路仅可左右转弯,指示前方道路是Y形交叉口 | 指示前方道路是分离式道路 | 指示前方道路仅可左右转弯 | 指示前方道路需向左右合流,路面上导向箭头是何含义,2,2,
76,2/2,q_kjZBbms2ancR,路面上导向箭头是何含义？,提示前方有右弯或需向右合流,提示前方有左弯或需向左合流 | 提示前方有右弯或需向右合流 | 提示前方有障碍需向左合流 | 提示前方有左弯或需向左绕行,路面上导向箭头是何含义,2,2,
77,1/2,q_R6eo4s-r-g7_,红圈内路面标记表示该车道,解除100公里/小时限速,100180 | 最低限速为100公里/小时 | 平均速度为100公里/小时 | 解除100公里/小时限速,红圈内路面标记表示车道,2,2,
77,2/2,q_M8Gzpox9CAUa,红圈内路面标记表示该车道,120100,120100 | 80100 | 最低限速为80公里/小时 | 平均速度为80公里/小时,红圈内路面标记表示车道,2,2,
78,1/2,q_qoKZY-sYuL9B,这个标志是何含义？选,正确,正确 | 错误,这个标志是何含义选,2,2,
78,2/2,q_zv4gI1PRUgBQ,这个标志是何含义？选,多乘员车辆专用车道,小型汽车专用车道 | 机动车专用车道 | 多乘员车辆专用车道 | 出租汽车专用车道,这个标志是何含义选,2,2,
